Manufacturer,Model Name,Model Code,RAM (TotalMem),Form Factor,System on Chip,Screen Sizes,Screen Densities,ABIs,Android SDK Versions,OpenGL ES Versions
Mito,MITO_A19_2GB,MITO_A19_2GB,1890MB,Phone,Spreadtrum SC9832,720x1280,320,armeabi-v7a;armeabi,24,2.0
Mito,A10,A10_sprout,965MB,Phone,Mediatek MT6582,480x854,240,armeabi-v7a;armeabi,22;23,2.0
Mito,MITO A39,A39,2958MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
Mito,MITO A21,A21,801MB,Phone,Spreadtrum SC9850,480x960,240,armeabi-v7a;armeabi,24,3.2
Mito,A880,A880,925MB,Phone,Spreadtrum SC7731,854x480,240,armeabi-v7a;armeabi,24,2.0
Mito,MITO_A19_1GB,MITO_A19_1GB,878MB,Phone,Spreadtrum SC9832,480x854,213,armeabi-v7a;armeabi,24,2.0
Mito,MITO T8,MITO_T8,876MB,Tablet,Spreadtrum SC9832,600x1024,160,armeabi-v7a;armeabi,24,2.0
Mito,T5091A,MITO_A16,803MB,Phone,Spreadtrum SC9832,480x960,240,armeabi-v7a;armeabi,24,3.2
Mito,A67,A67,916MB,Phone,Spreadtrum SC7731,480x800,240,armeabi-v7a;armeabi,24,2.0
Mito,MITO A17,MITO_A17,877MB,Phone,Spreadtrum SC9832,480x854,240,armeabi-v7a;armeabi,24,2.0
MJS,T2702,T2702,2003MB,Tablet,Rockchip RK3126,600x1024,160,armeabi-v7a;armeabi,22,2.0
MLS Innovation,PTB7QSG_3G,iQE200,2872MB,Phone,Mediatek MT6753,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24,3.1
MLS Innovation,iQ8011,iQ8011,5844MB,Phone,Mediatek MT6763,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Mobell,NOVA P3,NOVA_P3,1958MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2.0
Mobell,Mobell S50,Mobell_S50,926MB,Phone,Spreadtrum SC7731C,480x854,240,armeabi-v7a;armeabi,24,2.0
Mobell,S60,mobell_S60,954MB,Phone,Mediatek MT6580M,480x960,240,armeabi-v7a;armeabi,27,2.0
Mobell,S40,S40,925MB,Phone,Spreadtrum SC7731,480x854,240,armeabi-v7a;armeabi,24,2.0
Mobicell,X4,X4,957MB,Phone,Spreadtrum SC7731E,480x960,240,armeabi-v7a;armeabi,27,3.2
Mobicell,Trendy,TRENDY,458MB,Phone,Mediatek MT6580,480x854,240,armeabi-v7a;armeabi,23,2.0
Mobicell,Trendy,TREDNY,,Phone,Mediatek MT6580,480x854,240,armeabi-v7a;armeabi,23,2.0
Mobicell,Icon,Mobicel_Icon,898MB,Phone,Qualcomm MSM8909,854x480,240,armeabi-v7a;armeabi,23,3.0
Mobicell,REBEL,REBEL,464MB,Phone,Mediatek MT6570,320x480,160,armeabi-v7a;armeabi,23,2.0
Mobicell,Air,Mobicel_Air,,Phone,Mediatek MT6592,720x1280,320,armeabi-v7a;armeabi,19,2.0
Mobicell,Candy,Candy,461MB,Phone,Mediatek MT6580,480x800,240,armeabi-v7a;armeabi,23,2.0
Mobicell,Mobicel GEM,GEM,470MB,Phone,Mediatek MT6572,320x480,160,armeabi-v7a;armeabi,22,2.0
Mobicell,Mobicel,Venus,456MB,Phone,Mediatek MTK6582M,480x854,240,armeabi-v7a;armeabi,19,2.0
Mobicell,Mobicel,Sonic,462MB,Phone,Mediatek MT6572,480x854,240,armeabi-v7a;armeabi,19,2.0
Mobicell,COSMO,COSMO,964MB,Phone,Mediatek MT8321,600x1024,213,armeabi-v7a;armeabi,23,2.0
Mobicell,NEO,NEO,923MB,Phone,Mediatek MT8735,600x1024,213,arm64-v8a;armeabi-v7a;armeabi,23,3.0
Mobicell,PURE_PLUS,PURE_PLUS,957MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2.0
Mobicell,V1,V1,963MB,Phone,Mediatek MT6580M,480x960,240,armeabi-v7a;armeabi,24,2.0
Mobicell,PLUM,PLUM,964MB,Phone,Mediatek MT8321,600x1024,213,armeabi-v7a;armeabi,23,2.0
Mobicell,Mobicel_R1,Mobicel_R1,957MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2.0
Mobicell,FEVER,FEVER,964MB,Phone,Mediatek MT8321,600x1024,213,armeabi-v7a;armeabi,23,2.0
Mobicell,BERRY,BERRY,461MB,Phone,Mediatek MT6580M,480x854,240,armeabi-v7a;armeabi,23,2.0
Mobicell,PURE,PURE,458MB,Phone,Mediatek MT6580,480x854,240,armeabi-v7a;armeabi,23,2.0
Mobicell,FRIO,FRIO,959MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,23,2.0
Mobicell,Retro,Retro,,Phone,Mediatek MT6571,320x480,160,armeabi-v7a;armeabi,19,2.0
Mobicell,DANDY,DANDY,964MB,Phone,Mediatek MT6580,480x854,240,armeabi-v7a;armeabi,24,2.0
Mobicell,TRIP,TRIP,458MB,Phone,Mediatek MT6580,480x854,240,armeabi-v7a;armeabi,23,2.0
Mobicell,ASTRO,ASTRO,451MB,Phone,Spreadtrum SC7731E,480x800,240,armeabi-v7a;armeabi,27,3.2
Mobicell,V4,V4,957MB,Phone,Spreadtrum SC7731E,480x960,240,armeabi-v7a;armeabi,27,3.2
Mobicell,VEGA,VEGA,896MB,Phone,Mediatek MT6739CH,480x960,240,armeabi-v7a;armeabi,25,3.2
Mobicell,U2,U2,959MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,23,2.0
Mobicell,SWITCH,SWITCH,461MB,Phone,Mediatek MT6580M,480x854,240,armeabi-v7a;armeabi,23,2.0
Mobicell,R4,R4,957MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2.0
Mobicell,ULTRA,ULTRA,450MB,Phone,Spreadtrum SC7731E,480x800,240,armeabi-v7a;armeabi,27,3.2
Mobicell,PLAY,PLAY,972MB,Phone,Mediatek MT6572W,480x854,240,armeabi-v7a;armeabi,22,2.0
Mobicell,V2 LTE,V2_LTE,896MB,Phone,Mediatek MT6739CH,480x960,240,armeabi-v7a;armeabi,25,3.2
Mobicell,Samba,Samba,,Phone,Mediatek MT6582,480x854,240,armeabi-v7a;armeabi,19,2.0
Mobicell,Mobicel ICE,ICE,973MB,Phone,Mediatek MT6572A,480x800,240,armeabi-v7a;armeabi,22,2.0
Mobicell,PURE MINI,PURE_MINI,461MB,Phone,Mediatek MT6580,480x800,240,armeabi-v7a;armeabi,23,2.0
Mobicell,R3,R3,957MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2.0
Mobicell,RUSH,RUSH,959MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,23,2.0
Mobicell,TANGO_LITE,TANGO_LITE,450MB,Phone,Spreadtrum SC7731E,480x854,240,armeabi-v7a;armeabi,27,3.2
Mobicell,Trendy Plus,TRENDY_PLUS,964MB,Phone,Mediatek MT6580,480x854,240,armeabi-v7a;armeabi,24,2.0
Mobicell,SHIFT,SHIFT,966MB,Phone,Mediatek MT6580,480x854,240,armeabi-v7a;armeabi,23,2.0
Mobicell,ONYX,ONYX,,Phone,Mediatek MT6572,480x800,240,armeabi-v7a;armeabi,19,2.0
Mobicell,METRO2,METRO2,,Phone,Mediatek MT6571,320x480,160,armeabi-v7a;armeabi,19,2.0
Mobicell,R9_LITE,R9_LITE,1855MB,Phone,Qualcomm MSM8917,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,25,3.0
Mobicell,CHERRY,CHERRY,456MB,Tablet,Mediatek MT8312,1024x600,160,armeabi-v7a;armeabi,19,2.0
Mobicell,ECHO,ECHO,962MB,Tablet,Mediatek MT8392,1024x600,160,armeabi-v7a;armeabi,19,2.0
Mobicell,ARC,ARC,1944MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,23,3.0
Mobicell,HERO X,HERO_X,456MB,Tablet,Mediatek MT8312,600x1024,160,armeabi-v7a;armeabi,19,2.0
Mobicell,ZOOM,ZOOM,964MB,Phone,Mediatek MT8321,600x1024,213,armeabi-v7a;armeabi,23,2.0
Mobicell,4U,4U,969MB,Phone,Mediatek MT6580M,480x854,240,armeabi-v7a;armeabi,23,2.0
Mobicell,Matrix,Matrix,,Phone,Mediatek MT6571,480x800,240,armeabi-v7a;armeabi,19,2.0
Mobicell,ZEN,ZEN,957MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2.0
MobiiStar,LAI Z1 4G,LAI_Z1_4G,908MB,Phone,Mediatek MT6737M,480x854,240,armeabi-v7a;armeabi,24,3.1
MobiiStar,mobiistar E1,mobiistar_E1,1846MB,Phone,Mediatek MT6739WW,720x1440,320,armeabi-v7a;armeabi,27,3.2
MobiiStar,mobiistar X,mobiistar_X,2831MB,Phone,Mediatek MT6762,720x1520,320,arm64-v8a;armeabi-v7a;armeabi,27,3.2
MobiiStar,S3 Dual,S3_Dual,2885MB,Phone,Mediatek MT6737,720x1440,320,armeabi-v7a;armeabi,27,3.1
MobiiStar,mobiistar,CQ,1876MB,Phone,Qualcomm MSM8937,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,25,3.0
MobiiStar,LAI Zumbo S 2017,Zumbo_S_2017,1902MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24,3.1
MobiiStar,XQ Dual,XQ_Dual,2863MB,Phone,Qualcomm MSM8937,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,25,3.2
MobiiStar,X1 Selfie,X1_Selfie,2885MB,Phone,Mediatek MT6737T,720x1440,320,armeabi-v7a;armeabi,27,3.1
MobiiStar,LAI Zoro 3,LAI_ZORO_3,963MB,Phone,Mediatek MT6580M,480x854,240,armeabi-v7a;armeabi,23,2.0
MobiiStar,LAI Z2,mobiistar_LAI_Z2,948MB,Phone,Mediatek MT6580,480x854,240,armeabi-v7a;armeabi,24,2.0
MobiiStar,LAI YUNA 1,LAI_YUNA_1,957MB,Phone,Mediatek MT6580,720x1280,320,armeabi-v7a;armeabi,24,2.0
MobiiStar,LAI Zumbo S 2017 Lite,Zumbo_S_2017_Lite,926MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
MobiiStar,ZUMBO Power,ZUMBO_Power,964MB,Phone,Mediatek MT6580,480x854,240,armeabi-v7a;armeabi,24,2.0
MobiiStar,ZUMBO J2,Mobiistar_Zumbo_J2,1902MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24,3.1
MobiiStar,ZUMBO_S2_Dual,ZUMBO_S2_Dual,2917MB,Phone,Mediatek MT6737T,1080x1920,480,armeabi-v7a;armeabi,24,3.1
MobiiStar,PRIME X MAX 2018,PRIME_X_MAX_2018,3864MB,Phone,Mediatek MT6757V,720x1440,320,arm64-v8a;armeabi-v7a;armeabi,24,3.2
MobiiStar,ZORO 4G,mobiistar_ZORO_4G,908MB,Phone,Mediatek MT6737M,480x854,240,armeabi-v7a;armeabi,24,3.1
MobiiStar,ZUMBO S2,mobiistar_Zumbo_S2,2917MB,Phone,Mediatek MT6737T,1080x1920,480,armeabi-v7a;armeabi,24,3.1
MobiiStar,mobiistar E1 Selfie,E1_Selfie,2891MB,Phone,Mediatek MT6739WA,720x1440,320,armeabi-v7a;armeabi,27,3.2
MobiiStar,X1 Dual,X1_Dual,2885MB,Phone,Mediatek MT6737H,720x1440,320,armeabi-v7a;armeabi,27,3.1
MobiiStar,C1 Lite,C1_Lite,907MB,Phone,Mediatek MT6739WA,480x960,240,armeabi-v7a;armeabi,27,3.2
MobiiStar,mobiistar C1,mobiistar_C1,1883MB,Phone,Mediatek MT6739WA,480x960,240,armeabi-v7a;armeabi,27,3.2
MobiiStar,ZORO 5,ZORO_5,964MB,Phone,Mediatek MT6580M,480x854,240,armeabi-v7a;armeabi,24,2.0
MobiiStar,mobiistar E Selfie,mobiistar_E_Selfie,1844MB,Phone,Mediatek MT6739CH,720x1440,320,armeabi-v7a;armeabi,25,3.2
MobiiStar,mobiistar C2,mobiistar_C2,1883MB,Phone,Mediatek MT6739WA,480x960,240,armeabi-v7a;armeabi,27,3.2
MobileTeleSystem,MTC SMART Surf 4G,MTC_SMART_Surf_4G,997MB,Phone,Mediatek MT6735P,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,22,3.0
MobileTeleSystem,SMART Race2 4G,SMART_Race2_4G,908MB,Phone,Mediatek MT6737M,480x854,240,armeabi-v7a;armeabi,24,3.1
MobileTeleSystem,SMART_Sprint_4G,SMART_Sprint_4G,934MB,Phone,Mediatek MT6735M,480x854,240,armeabi-v7a;armeabi,22,3.0
MobileTeleSystem,SMART Start 2,MTC_SMART_Start_2,461MB,Phone,Mediatek MT6572A,480x800,240,armeabi-v7a;armeabi,22,2.0
MobileTeleSystem,SMART Turbo 4G,SMART_Turbo_4G,928MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,23,3.0
MobileTeleSystem,Smart Surf2 4G,SMART_Surf2_4G,928MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,23,3.0
Mobily,MDB342X,qnbml,1024MB,,Rockchip RK3066,1280x720,213,armeabi-v7a;armeabi,17;19,2.0
Mobiola,POLYS_MS45L1,POLYS_MS45L1,1024MB,Phone,Mediatek MT6737,480x854,240,armeabi-v7a;armeabi,24,3.1
Mobiola,MS55E1,MS55E1,2882MB,Phone,Mediatek MT6737T,1080x1920,480,armeabi-v7a;armeabi,24,3.1
Mobiola,Gaia,MOBIOLA_MS55L1,1839MB,Phone,Mediatek MT6737T,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Mobiola,MS50L1,MS50L1,1918MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,24,3.1
Mobistel,Cynus_E8,Cynus_E8,907MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,23,3.0
Mobistel,Cynus E7,Cynus_E7,925MB,Phone,Mediatek MT6735M,480x854,240,arm64-v8a;armeabi-v7a;armeabi,23,3.0
Mobistel,Cynus F9 4G,Cynus_F9_4G,927MB,Phone,Mediatek MT6735,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,21,3.0
Mobistel,Cynus F10,Cynus_F10,2935MB,Phone,Mediatek MT6735,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,22,3.0
Mobistel,Cynus T6,Cynus_T6,963MB,Phone,Mediatek MT6582,540x960,240,armeabi-v7a;armeabi,19,2.0
Mobiwire,VSN V.45,up06_h26_v45,462MB,Phone,Mediatek MT6572,480x854,240,armeabi-v7a;armeabi,19,2.0
Mobiwire,Ahiga,Ahiga,970-977MB,Phone,Mediatek MT6572,540x960,240,armeabi-v7a;armeabi,17;19,2.0
Mobiwire,MobiWire Kaya,Kaya_EU_SKU1,966MB,Phone,Mediatek MT6580M,480x854,240,armeabi-v7a;armeabi,23,2.0
Mobiwire,V.45,VSN,1855MB,Phone,Mediatek MT6572,480x854,240,armeabi-v7a;armeabi,19,2.0
Mobiwire,HALONA,Halona,469MB,Phone,Mediatek MT6572,320x480,160,armeabi-v7a;armeabi,22,2.0
Mobiwire,Kohana,Kohana,967MB,Phone,Mediatek MT6580M,480x800,240,armeabi-v7a;armeabi,23,2.0
Mobiwire,Cygnus,Cygnus45,470MB,Phone,Mediatek MT6572,480x854,240,armeabi-v7a;armeabi,17,2.0
Mobiwire,Telenor SmartPlus,Telenor_SmartPlus,970MB,Phone,Mediatek MT6572,540x960,240,armeabi-v7a;armeabi,19,2.0
Mobiwire,Hawk from EE,Hawk_from_EE,1836MB,Phone,Mediatek MT6750,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24,3.2
Mobiwire,STARXTREM 5,STARXTREM5,1928MB,Phone,Mediatek MT6753,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,22,3.0
Mobiwire,Kiona,Kiona,468MB,Phone,Mediatek MT6572,480x800,240,armeabi-v7a;armeabi,19,2.0
Mobiwire,Chenoa,Chenoa,,Phone,Mediatek MT6572,480x854,240,armeabi-v7a;armeabi,19,2.0
Mobiwire,Tala,Tala,2873MB,Phone,Mediatek MT6755,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,23,3.0
Mobiwire,S4040,S4040,964MB,Phone,Mediatek MT6582,540x960,240,armeabi-v7a;armeabi,19,2.0
Mobiwire,Pegasus,Pegasus,965MB,Phone,Mediatek MT6582,720x1280,320,armeabi-v7a;armeabi,19,2.0
Mobiwire,Kwanita,Kwanita,900MB,Phone,Mediatek MT6580,480x800,240,armeabi-v7a;armeabi,24,2.0
Mobiwire,MobiWire Kosumi,Kosumi,966MB,Phone,Mediatek MT6580M,480x800,240,armeabi-v7a;armeabi,23,2.0
Mobiwire,STARSHINE 5,Cygnus_mini,465-469MB,Phone,Mediatek MT6572,480x800,240,armeabi-v7a;armeabi,17;19,2.0
Mobiwire,V.40,Nextel,468MB,Phone,Mediatek MT6572,480x800,240,armeabi-v7a;armeabi,19,2.0
Mobiwire,MobiWire Kanuna,Kanuna_MobiWire,451MB,Phone,Mediatek MT6580,480x854,240,armeabi-v7a;armeabi,27,2.0
Mobvoi,TicWatch Pro,catfish,457MB,Wearable,Qualcomm APQ8009,400x400,280,armeabi-v7a;armeabi,26,3.0
Mobvoi,Ticwatch S Smartwatch; Ticwatch E Smartwatch,mooneye,490MB,Wearable,Mediatek MT2601,400x400,280,armeabi-v7a;armeabi,25;26,2.0
Mode1,MD-03P,MD-03P,2896MB,Phone,Mediatek MT6737,720x1280,320,arm64-v8a;armeabi-v7a;armeabi,24,3.1
Modecom,FreeTAB 10.1 Silver,silver,905MB,Tablet,Allwinner A23,1024x600,160,armeabi-v7a;armeabi,19,2.0
Modecom,Xino Z46 X4+,xino_z46,964MB,Phone,Mediatek MT6582,540x960,240,armeabi-v7a;armeabi,19,2.0
Modecom,FreeTAB 8015 IPS X4 LTE,reverie,919MB,Tablet,Mediatek MT8735,800x1280,160,arm64-v8a;armeabi-v7a;armeabi,22,3.0
Mohu,MH-CHANNELS,MH-CHANNELS,,,Amlogic AML8726-M6,320x480,213,armeabi-v7a;armeabi,17,2.0
Mondial,TB-MONDIAL,TB_MONDIAL,980MB,Tablet,Allwinner A64,1024x600,160,arm64-v8a;armeabi-v7a;armeabi,25,2.0
Mondial,TB_MONDIAL_KID,TB_MONDIAL_KID,980MB,Tablet,Allwinner A64,1024x600,160,arm64-v8a;armeabi-v7a;armeabi,25,2.0
Monster,M10,M10,2048MB,Tablet,Rockchip RK3188,1920x1200,240,armeabi-v7a;armeabi,17,2.0
Monsterpad,Monsterpad7,Monsterpad7,984MB,Tablet,Rockchip RK3126C,600x1024,160,armeabi-v7a;armeabi,25,2.0
Montblanc,SUMMIT,lionfish,443MB,Wearable,Qualcomm APQ8009,400x400,280,armeabi-v7a;armeabi,25;26,3.0
Most Computers,Revo You,RevoYou,1928MB,Phone,Mediatek MT6753,800x1280,320,arm64-v8a;armeabi-v7a;armeabi,22,3.0
Motorola,Droid II,cdma_droid2,,Phone,TI OMAP3630,480x854,240,armeabi-v7a;armeabi,7;8;10,2.0
Motorola,Droid II,cdma_droid2we,,Phone,TI OMAP3630,480x854,240,armeabi-v7a;armeabi,8;10,2.0
Motorola,MB520,umts_kobe,,Phone,TI OMAP3610,480x854,240,armeabi-v7a;armeabi,7;8,2.0
Motorola,Spice,sesame,,Phone,Qualcomm MSM7225,320x240,120,armeabi,7,1.1
Motorola,Moto C,namath,907MB,Phone,Mediatek MT6737M,480x854,240,armeabi-v7a;armeabi,24,3.1
Motorola,Moto C,watson,903MB,Phone,Mediatek MT6580M,480x854,240,armeabi-v7a;armeabi,24,2.0
Motorola,moto z3 play,beckham,3737MB,Phone,Qualcomm SDM636,1080x2160,480,arm64-v8a;armeabi-v7a;armeabi,27,3.2
Motorola,MOTWX435KT,Triumph,,Phone,Qualcomm MSM8655,800x480,240,armeabi-v7a;armeabi,8,2.0
Motorola,Moto G with 4G LTE (1st Gen),peregrine,851-873MB,Phone,Qualcomm MSM8926,720x1280,320,armeabi-v7a;armeabi,19;21;22,3.0
Motorola,Citrus,cdma_ciena,,Phone,Qualcomm MSM7625,320x240,120,armeabi,7,1.0
Motorola,Moto X (4),payton,2739-2741MB,Phone,Qualcomm SDM630,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,25;26;27,3.2
Motorola,Moto X (4),payton_sprout,2739-2741MB,Phone,Qualcomm SDM630,1080x1920,480,arm64-v8a;armeabi-v7a;armeabi,25;26;27,3.2
Motorola,Razr V,umts_yangtze,848MB,Phone,TI OMAP4430,540x960,240,armeabi-v7a;armeabi,15;16,2.0
Motorola,Atrix,olympus,,Phone,NVidia Tegra 2,960x540,240,armeabi-v7a;armeabi,8;10,2.0
Motorola,Droid,miler,,Phone,TI SGX530,480x854,320,armeabi-v7a;armeabi,7,2.0
Motorola,Droid,umts_sholes,,Tablet,TI OMAP3430,800x480,120,armeabi-v7a;armeabi,7;8,2.0
Motorola,Droid,sholes,,Phone,TI OMAP3430,800x480,240,armeabi-v7a;armeabi,8,2.0
Motorola,moto e(5) cruise,james,1842MB,Phone,Qualcomm MSM8920,720x1280,320,armeabi-v7a;armeabi,26,3.0
Motorola,XT605,umts_jorian,,Phone,Qualcomm MSM8655,480x640,240,armeabi-v7a;armeabi,10,2.0
Motorola,Nexus 6,shamu,2968-2970MB,Phone,Qualcomm APQ8084AB,1440x2560,560,armeabi-v7a;armeabi,21;22;23;24;25,3.0;3.1;3.2
Motorola,MB501,zepp,,Phone,Qualcomm MSM7200A,480x320,160,armeabi,7,1.0
Motorola,Atrix HD,qinara,823-1601MB,Phone,Qualcomm MSM8960,720x1280,320,armeabi-v7a;armeabi,15;16;19,2.0
Motorola,Droid Mini,obakem,1796MB,Phone,Qualcomm MSM8960,720x1280,320,armeabi-v7a;armeabi,17;19,2.0;3.0
Motorola,Moto E (4) Plus,nicklaus_fn,2899MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,25,3.1
Motorola,Moto E (4) Plus,owens,1848MB,Phone,Qualcomm MSM8926,720x1280,320,armeabi-v7a;armeabi,25,3.0
Motorola,Moto E (4) Plus,nicklaus_f,1883MB,Phone,Mediatek MT6737,720x1280,320,armeabi-v7a;armeabi,25,3.1
Motorola,XT711,choi,,Tablet, ,480x854,120,armeabi-v7a;armeabi,7,2.0
Motorola,XOOM,wifi_hubble,,Tablet,NVidia Tegra 2 T20,1280x752,160,armeabi-v7a;armeabi,11;12;13;15,2.0
Motorola,XOOM,umts_everest,,Tablet,NVidia T20,752x800,160,armeabi-v7a;armeabi,11;12;13;15,2.0
Motorola,XOOM,stingray,717MB,Tablet,NVidia Tegra 2,1280x800,160,armeabi-v7a;armeabi,13;15;16,2.0
Motorola,XOOM,wingray,717MB,Tablet,NVidia Tegra,1280x800,160,armeabi-v7a;armeabi,12;13;15;16,2.0
Motorola,MZ605,umts_hubble,,Tablet,NVidia Tegra 2 T20,1280x800,160,armeabi-v7a;armeabi,11;12;13;15,2.0
Motorola,XT860,umts_solana,,Phone,TI OMAP4430,540x960,240,armeabi-v7a;armeabi,10,2.0
Motorola,Motoluxe,umts_irock,,Phone,Qualcomm MSM8655,540x960,240,armeabi-v7a;armeabi,10;15,2.0
Motorola,Motoluxe,ironmaxtv_umts,,Phone,Qualcomm MSM7227,480x854,240,armeabi-v7a;armeabi,15,2.0
Motorola,Motoluxe,XT611,,Phone,Qualcomm MSM7227A,480x854,160,armeabi,10,2.0
Motorola,Motoluxe,ironmax_umts,,Phone,Qualcomm MSM7227,480x854,240,armeabi-v7a;armeabi,10;15,2.0
Motorola,Motoluxe,XT682,,Phone,Qualcomm MSM7227,480x854,240,armeabi-v7a;armeabi,10,2.0
Motorola,Motoluxe,XT615,,Phone,Qualcomm MSM7x27,480x854,240,armeabi-v7a;armeabi,10,2.0
Motorola,Motoluxe,ironmaxct_cdma,,Phone,Qualcomm MSM7227,480x854,240,armeabi,10,2.0
Motorola,DROID MAXX 2,lux,1913-1914MB,Phone,Qualcomm MSM8939,1080x1920,480,armeabi-v7a;armeabi,22;23;25,3.0;3.1;3.2
Motorola,Moto X Play,lux_uds,1912-1914MB,Phone,Qualcomm MSM8939,1080x1920,480,armeabi-v7a;armeabi,22;23;25,3.0;3.1;3.2
Motorola,Moto X Pure Edition,clark,2528MB,Phone,Qualcomm MSM8992,1440x2560,560,arm64-v8a;armeabi-v7a;armeabi,22;23;24,3.1;3.2
Motorola,Moto X Style,clark_ds,2528MB,Phone,Qualcomm MSM8992,1440x2560,560,arm64-v8a;armeabi-v7a;armeabi,22;23;24,3.1;3.2
Motorola,DROID RAZR,cdma_spyder,840MB,Phone,TI OMAP4430,540x960,240,armeabi-v7a;armeabi,10;15;16,2.0
Motorola,Droid RAZR,umts_spyder,840MB,Phone,TI OMAP4430,540x960,240,armeabi-v7a;armeabi,10;15;16,2.0
Motorola,Quench XT3,XT502,,Phone,Qualcomm MSM7227,320x480,160,armeabi,7,2.0
Motorola,Moto X Force,kinzie_uds,2522MB,Phone,Qualcomm MSM8994,1440x2560,640,arm64-v8a;armeabi-v7a;armeabi,22;23;24,3.1;3.2
Motorola,XT530,XT530,,Phone,Qualcomm MSM7227,320x480,160,armeabi,10,2.0
Motorola,Moto G (2nd Gen),titan_umtsds,851-890MB,Phone,Qualcomm MSM8226,720x1280,320,armeabi-v7a;armeabi,19;21;23,3.0
Motorola,Moto G (2nd Gen),titan_umts,851-890MB,Phone,Qualcomm MSM8226,720x1280,320,armeabi-v7a;armeabi,19;21;23,3.0
Motorola,Moto G (2nd Gen),titan_udstv,851-890MB,Phone,Qualcomm MSM8226,720x1280,320,armeabi-v7a;armeabi,19;21;23,3.0
Motorola,Defy Pro,XT560,,Phone,Qualcomm MSM7227A,320x480,160,armeabi-v7a;armeabi,10,2.0
Motorola,XT905,scorpion_mini_u,,Phone,Qualcomm MSM8960,540x960,240,armeabi-v7a;armeabi,15,2.0
Motorola,XT905,smq_u,802-823MB,Phone,Qualcomm MSM8960,540x960,240,armeabi-v7a;armeabi,16;19,2.0
Motorola,Moto 360 (2nd Gen),smelt,464-465MB,Wearable,Qualcomm APQ8026,360x330,240,armeabi-v7a;armeabi,22;23;25,3.0
Motorola,Moto 360 (2nd Gen),carp,464-465MB,Wearable,Qualcomm APQ8026,360x325,260;280,armeabi-v7a;armeabi,22;23;25,3.0
Motorola,MB865,edison,,Phone,TI OMAP4430,540x960,240,armeabi-v7a;armeabi,10;15,2.0
Motorola,Opus One,rubicon,,Phone,Freescale Zeus 2.0,480x320,160,armeabi,7,1.0
Motorola,Defy,umts_jordan,,Phone,TI OMAP3610,480x854,240,armeabi-v7a;armeabi,7;8;10,2.0
Motorola,XT550,ArgonSpin,,Phone,Qualcomm MSM7225,320x480,160,armeabi-v7a;armeabi,10,2.0
Motorola,XT550,argonspin_umts,,Phone,Qualcomm MSM7225,320x480,160,armeabi-v7a;armeabi,10,2.0
Motorola,XT532,XT532,,Phone,Qualcomm MSM7227T,320x480,160,armeabi,10,2.0
Motorola,Milestone2,umts_milestone2,,Phone,TI OMAP3630,480x854,240,armeabi-v7a;armeabi,8;10,2.0
Motorola,Moto E (1st Gen),condor_umts,914-915MB,Phone,Qualcomm MSM8210,540x960,240,armeabi-v7a;armeabi,19;21;22,3.0
Motorola,Moto E (1st Gen),condor_cdma,914-915MB,Phone,Qualcomm MSM8210,540x960,240,armeabi-v7a;armeabi,19;22,3.0
Motorola,Moto E (1st Gen),condor_umtsds,914-915MB,Phone,Qualcomm MSM8210,540x960,240,armeabi-v7a;armeabi,19;21;22,3.0
